dataset,probe_variant,condition,layer,strength,signed_strength,prompt_idx,question,immediate,long_term,prompt,continuation,parsed_letter,parsed_semantic,parse_method,fallback_used,score_a,score_b,raw_vector_norm,steering_vector_norm
implicit_full,wmm,steer_long_term,47,4.0,4.0,4,The right approach involves, (A) Triage and damage control, (B) Comprehensive planning and preventive measures,"Your options are (A) Triage and damage control and (B) Comprehensive planning and preventive measures.
The right approach involves", (B) Comprehensive planning and,B,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,5,We should optimize for," (B) Speed, agility, and wins"," (A) Sustainability, durability, and compound growth","Your options are (B) Speed, agility, and wins and (A) Sustainability, durability, and compound growth.
We should optimize for"," option (A) Sustainability,",A,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,6,The key metric is, (A) Direct throughput and output volume, (B) Cumulative impact and sustained performance,"Your options are (A) Direct throughput and output volume and (B) Cumulative impact and sustained performance.
The key metric is"," ""efficiency"" in the",A,choose_immediate,ab_logit_fallback,True,12.015625,10.046875,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,7,Resource allocation should emphasize, (B) Firefighting and crisis response capacity, (A) Infrastructure development and capability building,"Your options are (B) Firefighting and crisis response capacity and (A) Infrastructure development and capability building.
Resource allocation should emphasize", (A) Infrastructure development and,A,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,8,Decision-making should be guided by, (A) Responsiveness and decisiveness, (B) Reflection and thorough analysis,"Your options are (A) Responsiveness and decisiveness and (B) Reflection and thorough analysis.
Decision-making should be guided by", the need for (A),A,choose_immediate,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,9,The right mindset is, (B) Action-oriented and results-driven, (A) Vision-oriented and principle-driven,"Your options are (B) Action-oriented and results-driven and (A) Vision-oriented and principle-driven.
The right mindset is", (B) Action-oriented and,B,choose_immediate,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,10,We need to think about, (A) Solving existing bottlenecks and blockers, (B) Designing systems and structures,"Your options are (A) Solving existing bottlenecks and blockers and (B) Designing systems and structures.
We need to think about", the future of our organization.,A,choose_immediate,ab_logit_fallback,True,11.6015625,9.7421875,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,11,The priority is, (B) Patching vulnerabilities and fixing bugs, (A) Architecting robust solutions and building foundations,"Your options are (B) Patching vulnerabilities and fixing bugs and (A) Architecting robust solutions and building foundations.
The priority is", to ensure the security and stability,A,choose_long_term,ab_logit_fallback,True,14.015625,11.3984375,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,12,What matters most is, (A) Pace and momentum, (B) Course and destination,"Your options are (A) Pace and momentum and (B) Course and destination.
What matters most is", (B) Course and destination,B,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,13,Our goal should be, (B) Minimizing pain points, (A) Maximizing potential,"Your options are (B) Minimizing pain points and (A) Maximizing potential.
Our goal should be", to (A) maximize potential,A,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,14,The best strategy involves, (A) Exploiting existing assets, (B) Exploring new possibilities,"Your options are (A) Exploiting existing assets and (B) Exploring new possibilities.
The best strategy involves", both (A) Explo,B,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,15,We should care about, (B) Small fixes, (A) Foundational shifts,"Your options are (B) Small fixes and (A) Foundational shifts.
We should care about", the distinction between small fixes and,B,choose_immediate,ab_logit_fallback,True,11.5703125,12.03125,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,16,Investment should target, (A) Readily monetizable opportunities, (B) Compounding returns and network effects,"Your options are (A) Readily monetizable opportunities and (B) Compounding returns and network effects.
Investment should target", (A) or (B,A,choose_immediate,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,17,The appropriate level of analysis is, (B) Specific blockers and bottlenecks, (A) Systemic patterns and structures,"Your options are (B) Specific blockers and bottlenecks and (A) Systemic patterns and structures.
The appropriate level of analysis is", (A) Systemic patterns,A,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,18,Effort should be directed toward, (A) Low-hanging fruit, (B) Deep roots,"Your options are (A) Low-hanging fruit and (B) Deep roots.
Effort should be directed toward"," (B) Deep roots.

",B,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_long_term,47,4.0,4.0,19,The right orientation is, (B) Proximate and direct, (A) Distant and expansive,"Your options are (B) Proximate and direct and (A) Distant and expansive.
The right orientation is", (A) Distant and,A,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_immediate,47,4.0,-4.0,0,"When addressing this challenge, we should prioritize", (A) Tactical responses that handle the situation at hand, (B) Strategic frameworks that create institutional capacity,"Your options are (A) Tactical responses that handle the situation at hand and (B) Strategic frameworks that create institutional capacity.
When addressing this challenge, we should prioritize", (B) Strategic frameworks that,B,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_immediate,47,4.0,-4.0,1,The most important consideration here is, (B) Operational efficiency and rapid execution, (A) Foundational principles and systemic resilience,"Your options are (B) Operational efficiency and rapid execution and (A) Foundational principles and systemic resilience.
The most important consideration here is", to ensure that the organization can,B,choose_immediate,ab_logit_fallback,True,10.7890625,11.390625,0.2152843475341797,1.0
implicit_full,wmm,steer_immediate,47,4.0,-4.0,2,Our focus should be on, (A) Reactive measures to address presenting symptoms, (B) Proactive interventions that prevent root causes,"Your options are (A) Reactive measures to address presenting symptoms and (B) Proactive interventions that prevent root causes.
Our focus should be on", (B) Proactive interventions,B,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_immediate,47,4.0,-4.0,3,Success means, (B) Meeting deadlines and showing tangible progress, (A) Building values and creating transformational change,"Your options are (B) Meeting deadlines and showing tangible progress and (A) Building values and creating transformational change.
Success means", different things to different people.,A,choose_long_term,ab_logit_fallback,True,14.234375,11.9140625,0.2152843475341797,1.0
implicit_full,wmm,steer_immediate,47,4.0,-4.0,4,The right approach involves, (A) Triage and damage control, (B) Comprehensive planning and preventive measures,"Your options are (A) Triage and damage control and (B) Comprehensive planning and preventive measures.
The right approach involves", (B) Comprehensive planning and,B,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_immediate,47,4.0,-4.0,5,We should optimize for," (B) Speed, agility, and wins"," (A) Sustainability, durability, and compound growth","Your options are (B) Speed, agility, and wins and (A) Sustainability, durability, and compound growth.
We should optimize for"," option (A) Sustainability,",A,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_immediate,47,4.0,-4.0,6,The key metric is, (A) Direct throughput and output volume, (B) Cumulative impact and sustained performance,"Your options are (A) Direct throughput and output volume and (B) Cumulative impact and sustained performance.
The key metric is"," ""efficiency"" in the",A,choose_immediate,ab_logit_fallback,True,12.015625,10.046875,0.2152843475341797,1.0
implicit_full,wmm,steer_immediate,47,4.0,-4.0,7,Resource allocation should emphasize, (B) Firefighting and crisis response capacity, (A) Infrastructure development and capability building,"Your options are (B) Firefighting and crisis response capacity and (A) Infrastructure development and capability building.
Resource allocation should emphasize", (A) Infrastructure development and,A,choose_long_term,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_immediate,47,4.0,-4.0,8,Decision-making should be guided by, (A) Responsiveness and decisiveness, (B) Reflection and thorough analysis,"Your options are (A) Responsiveness and decisiveness and (B) Reflection and thorough analysis.
Decision-making should be guided by", the need for (A),A,choose_immediate,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_immediate,47,4.0,-4.0,9,The right mindset is, (B) Action-oriented and results-driven, (A) Vision-oriented and principle-driven,"Your options are (B) Action-oriented and results-driven and (A) Vision-oriented and principle-driven.
The right mindset is", (B) Action-oriented and,B,choose_immediate,generation_parse,False,,,0.2152843475341797,1.0
implicit_full,wmm,steer_immediate,47,4.0,-4.0,10,We need to think about, (A) Solving existing bottlenecks and blockers, (B) Designing systems and structures,"Your options are (A) Solving existing bottlenecks and blockers and (B) Designing systems and structures.
We need to think about", the future of our organization.,A,choose_immediate,ab_logit_fallback,True,11.6015625,9.7421875,0.2152843475341797,1.0
implicit_full,wmm,steer_immediate,47,4.0,-4.0,11,The priority is, (B) Patching vulnerabilities and fixing bugs, (A) Architecting robust solutions and building foundations,"Your options are (B) Patching vulnerabilities and fixing bugs and (A) Architecting robust solutions and building foundations.
The priority is", to ensure the security and stability,A,choose_long_term,ab_logit_fallback,True,14.015625,11.3984375,0.2152843475341797,1.0
